name,address,details_url,image_url
Dona Suica,"Rua João Samaha, 390 | São João Batista (Venda Nova), Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/3157-revision-v1/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045850/donasuica_pratodacasa_bh_2025_mylenaizis_unibh-9180-scaled.jpg
Ember BBQ,"Rua São Romão, 460 | São Pedro, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/ember-bbq/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045825/embeer_cupimsertanejo_bh_2025_isaquerodrigues_unibh-7851-scaled.jpg
Espetinho do Boi,"Rua São Paulo da Cruz, 357 | Barreiro, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/espetinho-do-boi/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19152726/espetinhodoboi_brigadeirodoboi_bh_2025_rodneycosta_unibh-8501-scaled.jpg
Espetinhos do Paulão,"Rua Álvaro Mata, 466 | Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/espetinhos-do-paulao/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19152839/espetinhodopaulao_vacafaladeira_bh_2025_rodneycosta_unibh-8425-scaled.jpg
Espettinho.com,"Rua Eli Seabra Filho, 510 | Buritis, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/espetinho-com/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19153114/espettinhocom_mineirimgratinado_bh_2025_rodneycosta_unibh-9129-scaled.jpg
Fogão de Minas,"Avenida Doutor Cristiano Guimarães, 1911 | Planalto, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/fogao-de-minas/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19153205/fogaodeminas_tropadeelite_bh_2025_rodneycosta_unibh-8509-scaled.jpg
Garagge Vintage,"Avenida Doutor Cristiano Guimarães, 1258 | Planalto, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/garagge-vintage/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19153255/garaggevintage_baotambem_bh_2025_amandacantanhede_unibh-8958-scaled.jpg
Geraldin da Cida,"Rua Contria, 1459 | Grajaú, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/geraldin-da-cida/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19153406/geraldimdacida_soumineirouai_bh_2025_rodneycosta_unibh-8364-scaled.jpg
Golden Grill,"Rua Amílcar Cabral, 515 | Milionários, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/golden-grill/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045801/goldengrill_costelaodosdeuses_bh_2025_rodneycosta_unibh-8167-scaled.jpg
Iracema Bar,"Rua Almandina, 56 | Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/iracema-bar/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19153541/iracema_harumakidecarnedepanela_bh_2025_fernandaoliveira_unibh-8240-scaled.jpg
Ivo Grill,"Rua Professor Tristão da Cunha, 183 | Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/ivo-grill/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045738/ivogrill_kafajeste_bh_2025_mylenaizis_unibh-9216-scaled.jpg
Já To Inno,"Rua Benjamim Dias, 379 | Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/3165-revision-v1/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045650/jatoinno_moderacao_bh_2025_fernandaoliveira_unibh-8097-scaled.jpg
Juzé Bar,"Rua Carlos Sá, 180 | Jardim Atlântico, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/juze-bar/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19153752/juze_abacaxedanoburacoquente_bh_2025_isaquerodrigues_unibh-8653-scaled.jpg
Köbes Emporium Bar,"Rua Professor Raimundo Nonato, 31 | Santa Tereza, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/kobes-emporium-bar/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19153848/kobes_asasdaimaginacao_bh_2025_isaquerodrigues_unibh-7787-scaled.jpg
Koqueiros Bar,"Avenida Silviano Brandão, 1293 | Sagrada Família, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/3169-revision-v1/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045716/koqueiros_duvideimasamei_bh_2025_isaquerodrigues_unibh-7679-scaled.jpg
Lá Ele Bar,"Av. General Carlos Guedes, 165 | Planalto, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/la-ele-bar/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19154054/laele_peitimmoiado_bh_2025_rodneycosta_unibh-9100-scaled.jpg
Leo da Quadra,"Rua Oliveira Lisboa, 107 | Barreiro, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/leo-da-quadra/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19154147/leodaquadra_lembeosbeicos_bh_2025_rodneycosta_unibh-7632-scaled.jpg
Locomotiva’s Bar,"Rua Carmésia, 568 | Santa Inês, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/locomotivas-bar-2/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045235/locomotivasbar_cumpimembreagadoetrouxa_bh_2025_amandacantanhede_unibh-8315-scaled.jpg
Magnífico Quintal,"Rua Jefferson de Oliveira, 56 | Santa Amélia, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/magnifico-quintal/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045339/magnifcoquinta_cocorico_bh_2025_isaquerodrigues_unibh-7756-scaled.jpg
Magrelo’s Bar,"Avenida Serrana, 635 | Serrano, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/magrelos-bar-2/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045407/magrelos_amigosdopeito_bh_2025_isaquerodrigues_unibh-9303-scaled.jpg
Mamute Bar,"Rua Brás Cubas, 116 | Cruzeiro, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/mamute-gastrobar/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19154240/mamute_ctadeparabens_bh_2025_mylenaizis_unibh-8079-scaled.jpg
Marina’s Bar,"Rua José Baroni, 13 | Santa Efigênia, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/marinas-bar/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19154422/marinas_essetremvoa_bh_2025_isaquerodrigues_unibh-7376-scaled.jpg
Mineiros Beer,"Rua Romualdo Lopes Cançado, 399 | Castelo, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/mineiros-beer/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19154514/mineirosbeer_costeladeromeu_bh_2025_isaquerodrigues_unibh-8592-scaled.jpg
Mulão,"Rua Marambaia, 291 | Caiçara, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/3177-revision-v1/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045206/mulao_mulle_bh_2025_fernandaoliveira_unibh-7464-scaled.jpg
Nosso Spetim,"Rua dos Astecas, 3219 | Santa Mônica, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/nosso-spetim/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045142/nonospetim_linguadedoisamores_bh_2025_isaquerodrigues_unibh-9340-scaled.jpg
O Fino do Alho,"Rua Capitão Sérgio Pires, 41 | Minascaixa, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/o-fino-do-alho/,https://comidadibuteco.com.br/wp-content/uploads/2025/03/ofinodoalho_sodeminas_bh_2025_isaquerodrigues_unibh-9054-scaled.jpg
Oratório Bar,"Avenida Brasil, 161 | Santa Efigênia, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/oratorio-bar/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19155430/oratoriobar_costeladeadao_bh_2025_amandacantanhede_unibh-8929-scaled.jpg
Parada 10.95 Bar,"Avenida dos Engenheiros, 1095 | Alípio de Melo, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/parada-10-95-bar/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19155719/parada1095_bh_2025_amandacantanhede_unibh-8058-scaled.jpg
Parada do Sabor,"Avenida General Carlos Guedes, 346 | Planalto, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/parada-do-sabor/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045053/paradadosabor_coracaodoparada_bh_2025_isaquerodrigues_unibh-8637-scaled.jpg
Pé de Cana,"Rua Flórida, 15 | Sion, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/pe-de-cana/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19155918/pedecana_eprata_bh_2025_isaquerodrigues_unibh-7883-scaled.jpg
Pé de Goiaba,"Avenida Amazonas, 4676 | Nova Suíssa, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/3179-revision-v1/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044957/pedegoiaba_bodasdeprata_bh_2025_isaquerodrigues_unibh-8633-scaled.jpg
Planeta Lúpulo,"Avenida Guarapari, 108 | Santa Amélia, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/planeta-lupulo/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19160104/planetalupulo_cestinhadasgerais_bh_2025_isaquerodrigues_unibh-8557-scaled.jpg
PoiZé Bar e Petisqueira,"Rua Pium-I, 686 | Cruzeiro, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/poize-bar-e-petisqueira/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045021/poize_aparecidinhodoze_bh_2025_rodneycosta_unibh-7767-scaled.jpg
Prado Beer,"Avenida Francisco Sá, 590 | Prado, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/prado-beer/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19160250/pradobeer_amontadinho_bh_2025_isaquerodrigues_unibh-8981-scaled.jpg
Prosa Boa,"Avenida Doutor Cristiano Guimarães, 1480 | Planalto, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/prosa-boa/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19160333/prosaboa_roendoateoosso_bh_2025_rodneycosta_unibh-7476-scaled.jpg
Quinteiro Bar e Restaurante,"Rua Salinas, 1008 | Floresta, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/quinteiro-bar-e-restaurante/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19170230/quinteirobar_voucomermeubolo_bh_2025_isaquerodrigues_unibh-8588-scaled.jpg
Quioxque Botequim Carioca,"Rua Henrique Badaró Portugal, 157 | Buritis, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/quioxque-butiquim-carioca/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19170333/quioxque_estamosdeparabens_bh_2025_isaquerodrigues_unibh-7820-scaled.jpg
Quitandas da Tia Nice Bar,"Rua Alabastro, 146 | Sagrada Família, Belo Horizonte – MG",https://comidadibuteco.com.br/buteco/quitandas-da-tia-nice-bar/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044911/quitandatianice_queceque_bh_2025_rodneycosta_unibh-7389-scaled.jpg
Rancho do Manoel,"Rua Isabel Bueno, 1100 | Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/rancho-do-manoel/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19171029/ranchodomanoel_trembaoso_bh_2025_rodneycosta_unibh-7453-scaled.jpg
Recanto Vovó Tela,"Rua Tenente Marino Freire, 270 | Maria Helena, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/5701-revision-v1/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044845/recantovovotela_de2510tmj_bh_2025_rodneycosta_unibh-9209-scaled.jpg
Regis Bar,"Avenida Vinte e Oito de Setembro, 872 | Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/regis-bar/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044821/regisbar_trioparadadura_bh_2025_isaquerodrigues_unibh-8785-scaled.jpg
Rei do Peixe,"Rua Ramalho Ortigão, 735 | Santa Branca, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/rei-do-peixe/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/10074117/oreidopeixe_bolinhobodasdeprata_bh_2025_rodneycosta_unibh-9259-scaled.jpg
Resenha da Naty,"Rua Gonçalves Ledo, 288 | Cachoeirinha, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/resenha-da-naty/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044659/resenhadanaty_trembaumdemasso_bh_2025_isaquerodrigues_unibh-8123-scaled.jpg
Restaurante Jorge Americano,"Avenida Augusto de Lima, 744 | Centro, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/restaurante-jorge-americano/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044742/jorgeamericano_rabadadojorge__bh_2025_isaquerodrigues_unih-7967-scaled.jpg
S.O.S PUB,"Rua Padre José Maurício, 1126 | Vista Alegre, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/s-o-s-pub/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044605/sospub_socorrodomineiro_bh_2025_amandacantanhede_unibh-8010-scaled.jpg
Santa Boemia,"Rua Mármore, 534 | Santa Tereza, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/santa-boemia/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19171327/santaboemia_sextoubb_bh_2025_rodneycosta_unibh-7592-scaled.jpg
Santuário Retrô,"Avenida Padre Vieira, 150 | Minas Brasil, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/santuario-retro/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044516/santuarioretro_presentimretro_bh_2025_rodneycosta_unibh-8779-scaled.jpg
Seu Braz,"Avenida Portugal, 4325 | Itapoã, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/seu-braz/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044541/seubraz_contrafileflambadonacachaca_bh_2025_isaquerodrigues_unibh-7921-scaled.jpg
Silvio’s Bar,"Rua Begônia, 199 | Esplanada, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/silvios-bar/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19171521/silviosbar_frangonia_bh_2025_rodneycosta_unibh-7982-scaled.jpg
Sinhá Erozitha Bistrôteco,"Rua Santo Amaro, 257 | Sagrada Família, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/sinha-erozitha-bistroteco/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19171610/sinhaerozitha_elasquera_bh_2025_isaquerodrigues_unibh-8251-scaled.jpg
Sô Bar,"Avenida Altamiro Avelino Soares, 426 | Castelo, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/so-bar/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044420/sobar_somio_bh_2025_rodneycosta_unibh-8449-scaled.jpg
Spetim,"Rua Ilacir Pereira Lima, 518 | Silveira, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/spetim/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19171715/spetim_tanabocadopovo_bh_2025_rodneycosta_unibh-7565-scaled.jpg
Tanganica Art Bar,"Rua Padre Demerval Gomes, 380 | Coração Eucarístico, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/tanganica-art-bar/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044450/tanganica_veganocolorido_bh_2025_isaquerodrigues_unibh-7903-scaled.jpg
The Butcher,"Avenida Ressaca, 353 | Coração Eucarístico, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/the-butcher/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19171820/thebutcher_paneladeprata_bh_2025_rodneycosta_unibh-8006-scaled.jpg
Toca do Ogro,"Rua Professor Nelson de Sena, 4 | Pampulha, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/toca-do-ogro/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19171927/tocadoogro_ripadeprata_bh_2025_rodneycosta_unibh-9147-scaled.jpg
Toninho – Alto Forno,"Rua Miracema, 100 | Santo André, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/5706-revision-v1/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044346/toninhoaltoforno_joelhodalili_bh_2025_rodneycosta_unibh-8417-scaled.jpg
Tropeiro do Lisboa,"Avenida Leontino Francisco Alves, 506 | Serra Verde (Venda Nova), Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/tropeiro-do-lisboa/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044322/tropeirolisboa_caldeiraodomiion_bh_2025_rodneycosta_unibh-7990-scaled.jpg
Us Motoca,"Rua Blenda, 91 | Camargos, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/3187-revision-v1/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044259/usmotoca_bodasdeprata_bh_2025_mylenaizis_unibh-9157-scaled.jpg
Xambar,"Avenida Augusto de Lima, 233 | Centro, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/xambar/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19172132/xambar_minerimorienta_bh_2025_isaquerodrigues_unibh-7522-scaled.jpg
Xico da Kafua,"Avenida Itaú, 1195 - João Pinheiro, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/xico-da-kafua/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044033/xicodacafua_penaareia_bh_2025_rodneycosta_unibh-8478-scaled.jpg
Xico do Churrasco,"Av Altamiro Avelino Soares, 920 - Castelo - Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/xico-do-churrasco/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044005/xicodochurrasco_xicobalaio_bh_2025_isaquerodrigues_unibh-7860-scaled.jpg
Zé Bolacha,"Rua das Melancias, 35 | Vila Cloris, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/ze-bolacha/,https://comidadibuteco.com.br/wp-content/uploads/2025/03/zebolacha_rabico_bh_2025_isaquerodrigues_unibh-9275-scaled.jpg
Zoo Bar,"Avenida Otacílio Negrão de Lima, 7844 | Pampulha, Belo Horizonte - MG",https://comidadibuteco.com.br/buteco/zoo-bar/,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19172539/zoobar_canjiquinhadavovo_bh_2025_isaquerodrigues_unibh-8303-scaled.jpg
